Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents,Publication Year
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2010
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2010
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2010
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2010
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2010
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2010
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2010
12,"service, year, health, child, care, study, programme, control, early, life",,,2010
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2010
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2010
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2010
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2010
12,"service, year, health, child, care, study, programme, control, early, life",,,2010
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2010
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2010
6,"information, time, method, problem, make, approach, provide, process, standard, option",,,2010
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2010
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2010
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2010
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2010
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2010
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2010
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2010
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2010
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2010
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2010
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2010
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2010
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2010
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2010
0,"datum, paper, analysis, provide, economic, regional, level, region, term, number",,,2010
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2010
12,"service, year, health, child, care, study, programme, control, early, life",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2010
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
12,"service, year, health, child, care, study, programme, control, early, life",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2010
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2010
11,"product, production, increase, farm, output, efficiency, paper, impact, potential, support",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2010
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2010
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2010
